Model;Scenario;Region;Variable;Unit;Dpe_Avant;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051
CSTB;HRS_rising_HDS;France;Residential_dwelling;Surface in m2;B;396625749.0;396625749.0;396625749.0;396625749.0;396625749.0;396958942.0;398189263.0;398189263.0;398189263.0;398189263.0;398528106.29910004;405634002.0;405634002.0;405634002.0;405634002.0;405634002.0;410036319.3191;468179293.4491;469364740.0;469364740.0;469364740.0;469364740.0;469364740.0;469364740.0;469364740.0;484082811.8291;528138308.74909997;599140996.0866;680787396.6334;537524174.2034;393881623.0034
CSTB;HRS_rising_HDS;France;Residential_dwelling;Surface in m2;C;1418485021.8968;1405874692.5702;1393790422.3815;1382433901.5266001;1372080719.0106;1362597309.7786002;1353039480.6056;1348477184.6016002;1347303183.9096;1350583652.9886;1341518782.0;1345679791.9766002;1370614006.4066;1405714652.0266;1422264682.4190998;1421115852.0;1407158338.0;1405144111.6975;1495719829.8165998;1596205758.8565998;1703884526.0266;1698561209.9534001;1552776802.1634;1403604099.0634;1251894452.7934;1098307665.4733999;943344075.8634;787377147.9133999;661227852.0;647270338.0;633312841.0
CSTB;HRS_rising_HDS;France;Residential_dwelling;Surface in m2;D;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;649096196.0125;589599676.0534;505353961.3334;409801713.8534;304083035.18340003;189639592.1434;68003310.9734;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;HRS_rising_HDS;France;Residential_dwelling;Surface in m2;E;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;161433080.0834;131266116.02340001;92374387.5934;43316227.97340001;12808683.580900006;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09
CSTB;HRS_rising_HDS;France;Residential_dwelling;Surface in m2;F;51958466.0;51958466.0;51958466.0;51958466.0;51958466.0;51001815.4889;44309357.3944;34914139.398399994;22130626.090399995;4892643.011399997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;HRS_rising_HDS;France;Residential_dwelling;Surface in m2;G;13616053.1032;12268868.4298;10395624.6185;7794631.4734;4190299.9893999994;165816.73249999946;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;HRS_rising_MDS;France;Collective_dwelling;Surface in m2;A;61106378.0;61106378.0;61106378.0;61106378.0;61106378.0;61280214.0;61280214.0;61280214.0;61280214.0;61280214.0;64131396.0;64131396.0;64131396.0;64131396.0;64131396.0;73913523.8991;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;96879536.1191;138067118.19910002;180313328.65910003;223352173.7091;252259435.0;252259435.0;252259435.0;281064693.0891;325825405.8991;370704634.9991
CSTB;HRS_rising_MDS;France;Collective_dwelling;Surface in m2;B;144805010.0;144805010.0;144805010.0;144805010.0;144805010.0;145138203.0;145138203.0;145138203.0;145138203.0;145138203.0;145477046.2991;148443174.0;148443174.0;148443174.0;148443174.0;148443174.0;152845491.3191;182699536.4491;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;198603054.82909998;242658551.74909997;287027528.5591;274013364.9109;229252652.1009;184373423.0009
CSTB;HRS_rising_MDS;France;Collective_dwelling;Surface in m2;C;394597282.867;393050073.0297;391667223.463;390511749.6201;389669755.6671;388750896.5111;388925554.4321;389892846.9361;391918767.8221;395336429.30109996;397356247.99999994;401847272.12909997;412030362.02909994;425389819.8690999;442281855.4190999;453122418.99999994;451154298.99999994;449186178.99999994;479063025.51909995;512851256.65909994;548886795.6291;584620792.8809;541465090.8009;497250760.3409;452243795.2909;406650342.1709;360626725.2509;314289628.44089997;296530413.99999994;294562293.99999994;292594173.99999994
CSTB;HRS_rising_MDS;France;Collective_dwelling;Surface in m2;D;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;201714915.1009;175393447.6809;145539402.5509;112508989.48089999;76752638.34089999;38748979.37089999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;HRS_rising_MDS;France;Collective_dwelling;Surface in m2;E;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;68572898.7009;59147626.870900005;46996416.97090001;31668839.130900007;12808683.580900006;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09
CSTB;HRS_rising_MDS;France;Collective_dwelling;Surface in m2;F;19402602.0;19402602.0;19402602.0;19402602.0;19402602.0;18445951.4889;16303173.567899998;13367761.063899998;9373720.177899998;3987938.6988999974;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;HRS_rising_MDS;France;Collective_dwelling;Surface in m2;G;3544592.133;3123681.9703;2538411.537;1725765.3799;599639.3329;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;HRS_rising_MDS;France;Individual_dwelling;Surface in m2;A;77203182.0;77203182.0;77203182.0;77203182.0;77203182.0;77203182.0;78431451.0;78431451.0;78431451.0;78431451.0;93322908.6175;98265453.0;98265453.0;98265453.0;128122600.9875;177836993.0475;235761240.34750003;261227226.00000003;261227226.00000003;261227226.00000003;261227226.00000003;319549476.9275;410188788.6375;503157767.2775;597871054.4975;693874994.6975;790825573.3875;861832300.0;863572423.2775;962074932.8975;1060838254.9975001
CSTB;HRS_rising_MDS;France;Individual_dwelling;Surface in m2;B;251820739.0;251820739.0;251820739.0;251820739.0;251820739.0;251820739.0;253051060.0;253051060.0;253051060.0;253051060.0;253051060.0;257190828.0;257190828.0;257190828.0;257190828.0;257190828.0;257190828.0;285479757.0;285479757.0;285479757.0;285479757.0;285479757.0;285479757.0;285479757.0;285479757.0;285479757.0;285479757.0;312113467.5275;406774031.7225;308271522.1025;209508200.00250003
CSTB;HRS_rising_MDS;France;Individual_dwelling;Surface in m2;C;1030828812.0298;1026706765.5405;1022946417.9185001;1019686443.9065001;1017116328.3435001;1015492851.2675002;1012701437.1735001;1014112921.6655;1017854073.0875001;1024657953.6875001;1020514337.0000001;1027125395.8475001;1048817593.3775;1077499854.1575;1084098922.0;1079050601.0;1074002280.0;1080897246.6975;1148537191.2975;1222175962.1975;1300760263.3975;1266644023.0725;1170956390.3625;1072939090.7224998;973177482.5024998;872125221.3024998;770126321.6124997;667437563.4724997;565988554.9999998;560940233.9999998;555891912.9999998
CSTB;HRS_rising_MDS;France;Individual_dwelling;Surface in m2;D;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;437599153.0125;387884760.9525;329960513.6525;264262311.3025;191574045.70250002;112886953.80250001;29254331.602500007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;HRS_rising_MDS;France;Individual_dwelling;Surface in m2;E;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;92860181.3825;72118489.1525;45377970.6225;11647388.842500001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;HRS_rising_MDS;France;Individual_dwelling;Surface in m2;F;32555864.0;32555864.0;32555864.0;32555864.0;32555864.0;32555864.0;28006183.8265;21546378.3345;12756905.9125;904704.3125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;HRS_rising_MDS;France;Individual_dwelling;Surface in m2;G;10071460.9702;9145186.4595;7857213.081499999;6068866.0934999995;3590660.6564999996;165816.73249999946;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;HRS_rising_MDS;France;Residential_dwelling;Surface in m2;A;138309560.0;138309560.0;138309560.0;138309560.0;138309560.0;138483396.0;139711665.0;139711665.0;139711665.0;139711665.0;157454304.6175;162396849.0;162396849.0;162396849.0;192253996.9875;251750516.94660002;331593914.3475;357059900.0;357059900.0;357059900.0;357059900.0;416429013.0466;548255906.8366001;683471095.9366;821223228.2066;946134429.6975;1043085008.3875;1114091735.0;1144637116.3666;1287900338.7966;1431542889.9966002
CSTB;HRS_rising_MDS;France;Residential_dwelling;Surface in m2;B;396625749.0;396625749.0;396625749.0;396625749.0;396625749.0;396958942.0;398189263.0;398189263.0;398189263.0;398189263.0;398528106.29910004;405634002.0;405634002.0;405634002.0;405634002.0;405634002.0;410036319.3191;468179293.4491;469364740.0;469364740.0;469364740.0;469364740.0;469364740.0;469364740.0;469364740.0;484082811.8291;528138308.74909997;599140996.0866;680787396.6334;537524174.2034;393881623.0034
CSTB;HRS_rising_MDS;France;Residential_dwelling;Surface in m2;C;1425426094.8968;1419756838.5702;1414613641.3815;1410198193.5266001;1406786084.0106;1404243747.7786002;1401626991.6056;1404005768.6016002;1409772840.9096;1419994382.9886;1417870585.0;1428972667.9766002;1460847955.4066;1502889674.0266;1526380777.4190998;1532173020.0;1525156579.0;1530083425.6975;1627600216.8165998;1735027218.8565998;1849647059.0266;1851264815.9534001;1712421481.1634;1570189851.0633998;1425421277.7933998;1278775563.4733996;1130753046.8633997;981727191.9133997;862518968.9999998;855502527.9999998;848486086.9999998
CSTB;HRS_rising_MDS;France;Residential_dwelling;Surface in m2;D;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;649096196.0125;589599676.0534;505353961.3334;409801713.8534;304083035.18340003;189639592.1434;68003310.9734;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;HRS_rising_MDS;France;Residential_dwelling;Surface in m2;E;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;161433080.0834;131266116.02340001;92374387.5934;43316227.97340001;12808683.580900006;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09;7.450580596923828e-09
CSTB;HRS_rising_MDS;France;Residential_dwelling;Surface in m2;F;51958466.0;51958466.0;51958466.0;51958466.0;51958466.0;51001815.4889;44309357.3944;34914139.398399994;22130626.090399995;4892643.011399997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;HRS_rising_MDS;France;Residential_dwelling;Surface in m2;G;13616053.1032;12268868.4298;10395624.6185;7794631.4734;4190299.9893999994;165816.73249999946;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_normal_HDS;France;Collective_dwelling;Surface in m2;A;61106378.0;61106378.0;61106378.0;61106378.0;61280214.0;61280214.0;61280214.0;61280214.0;64131396.0;64131396.0;64131396.0;64131396.0;64131396.0;86105062.666937;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0
CSTB;MRS_normal_HDS;France;Collective_dwelling;Surface in m2;B;144805010.0;144805010.0;144805010.0;144805010.0;145138203.0;145138203.0;145138203.0;145138203.0;148358039.0674519;148443174.0;148443174.0;148443174.0;148443174.0;148443174.0;162732901.08235648;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0
CSTB;MRS_normal_HDS;France;Collective_dwelling;Surface in m2;C;392633610.4191374;389218170.25650626;386150821.72552925;383624667.9214565;381394845.70596254;380809304.3032171;381756724.3007896;384667742.0481309;383891194.99999994;391831120.36073405;402791053.4875832;416681938.398005;433246567.1562043;429989980.9999999;426088383.9999999;425537225.9176435;445652967.333063;464370047.8437956;480934676.6019949;494825561.5124166;505785494.6392658;513810554.932548;519105025.9518689;522016043.6992102;522963463.6967827;522377922.2940373;520655129.0785433;518128975.27447057;515061626.74349356;511646186.5808624;508016795.9999998
CSTB;MRS_normal_HDS;France;Collective_dwelling;Surface in m2;D;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;189523376.333063;165506037.91764352;141003517.0823564;116986178.66693689;94367501.15620428;73901275.39800498;56108793.48758328;41247263.360734075;29320606.067451876;20124538.048130974;13311923.300789613;8462906.303217143;5146850.705962563;2968046.921456523;1592603.7255292628;758355.2565062498;272198.4191374128;0.0
CSTB;MRS_normal_HDS;France;Collective_dwelling;Surface in m2;E;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;65691905.932548106;53765248.63926591;38903718.512416705;21111236.601994906;645010.843795605;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_normal_HDS;France;Collective_dwelling;Surface in m2;F;19402602.0;19402602.0;19402602.0;19402602.0;18102737.294037435;14786681.696782855;9937664.699210376;3125049.9518690156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_normal_HDS;France;Collective_dwelling;Surface in m2;G;3574787.580862586;3088630.743493748;2254382.274470735;878939.0785434749;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_normal_HDS;France;Individual_dwelling;Surface in m2;A;77203182.0;77203182.0;77203182.0;77203182.0;77203182.0;78431451.0;78431451.0;78431451.0;94304245.86513829;98265453.0;98265453.0;98265453.0;137643697.7395329;183285565.1983359;231749768.11867228;261227226.0;261227226.0;261227226.0;261227226.0;261227226.0;261227226.0;261227226.0;261227226.0;261227226.0;261227226.0;261227226.0;261227226.0;261227226.0;261227226.0;261227226.0;261227226.00000006
CSTB;MRS_normal_HDS;France;Individual_dwelling;Surface in m2;B;251820739.0;251820739.0;251820739.0;251820739.0;251820739.0;253051060.0;253051060.0;253051060.0;253051060.0;257190828.0;257190828.0;257190828.0;257190828.0;257190828.0;257190828.0;277156614.8813281;285479757.0;285479757.0;285479757.0;285479757.0;285479757.0;285479757.0;285479757.0;285479757.0;285479757.0;285479757.0;285479757.0;285479757.0;285479757.0;285479757.0;285479757.0
CSTB;MRS_normal_HDS;France;Individual_dwelling;Surface in m2;C;1025705018.8349078;1016630109.9387127;1008257609.5767009;1000977177.3952026;995317833.6919383;989494742.2260294;989223579.0430317;992914728.342487;985542614.9999998;991452333.7953418;1011385260.6595687;1037232508.23377;1029096815.9999998;1019040898.9999998;1008984981.9999998;998929064.9999998;1029014208.8016642;1064600159.260467;1095842711.7662299;1121689959.3404312;1141622886.204658;1155633580.1348617;1164134261.6575127;1167825410.956968;1167554247.7739704;1164189746.3080616;1158530402.6047974;1151249970.423299;1142877470.0612874;1133802561.1650922;1124295918.0
CSTB;MRS_normal_HDS;France;Individual_dwelling;Surface in m2;D;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;428078056.2604671;382436188.8016641;333971985.8813277;284528741.1186719;236064538.1983355;190422670.7395326;149124201.2337699;113221036.6595686;83232192.79534179;59165581.86513809;40608983.34248709;26861917.04303179;17077163.22602949;10385747.691938309;5989174.395202629;3213689.576700929;1530272.938712689;549264.8349077471;0.0
CSTB;MRS_normal_HDS;France;Individual_dwelling;Surface in m2;E;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;91878844.13486171;67812233.20465791;37823389.34043111;1920224.7662298083;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_normal_HDS;France;Individual_dwelling;Surface in m2;F;32555864.0;32555864.0;32555864.0;32555864.0;32555864.0;26215623.77397043;16430869.956968108;2683803.657512808;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_normal_HDS;France;Individual_dwelling;Surface in m2;G;10187658.16509219;9206650.061287249;7523233.423299009;4747748.604797299;351175.3080616193;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_normal_HDS;France;Residential_dwelling;Surface in m2;A;138309560.0;138309560.0;138309560.0;138309560.0;138483396.0;139711665.0;139711665.0;139711665.0;158435641.8651383;162396849.0;162396849.0;162396849.0;201775093.7395329;269390627.8652729;327582442.11867225;357059900.0;357059900.0;357059900.0;357059900.0;357059900.0;357059900.0;357059900.0;357059900.0;357059900.0;357059900.0;357059900.0;357059900.0;357059900.0;357059900.0;357059900.0;357059900.00000006
CSTB;MRS_normal_HDS;France;Residential_dwelling;Surface in m2;B;396625749.0;396625749.0;396625749.0;396625749.0;396958942.0;398189263.0;398189263.0;398189263.0;401409099.0674519;405634002.0;405634002.0;405634002.0;405634002.0;405634002.0;419923729.08235645;461041597.8813281;469364740.0;469364740.0;469364740.0;469364740.0;469364740.0;469364740.0;469364740.0;469364740.0;469364740.0;469364740.0;469364740.0;469364740.0;469364740.0;469364740.0;469364740.0
CSTB;MRS_normal_HDS;France;Residential_dwelling;Surface in m2;C;1418338629.2540452;1405848280.195219;1394408431.3022301;1384601845.3166592;1376712679.3979008;1370304046.5292466;1370980303.3438213;1377582470.3906178;1369433809.9999998;1383283454.156076;1414176314.147152;1453914446.631775;1462343383.156204;1449030879.9999995;1435073365.9999995;1424466290.9176433;1474667176.1347272;1528970207.1042626;1576777388.3682246;1616515520.8528478;1647408380.8439238;1669444135.0674098;1683239287.6093817;1689841454.6561782;1690517711.4707532;1686567668.602099;1679185531.6833405;1669378945.6977696;1657939096.804781;1645448747.7459545;1632312713.9999998
CSTB;MRS_normal_HDS;France;Residential_dwelling;Surface in m2;D;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;639575099.260467;571959565.1347271;499478023.7989712;425532258.2010283;353050716.8652724;284790171.8957369;223025476.63177487;169329830.1471519;124479456.15607587;88486187.93258996;60733521.39061806;40173840.34382141;25540069.529246632;15532598.397900872;8957221.316659153;4806293.302230192;2288628.195218939;821463.2540451599;0.0
CSTB;MRS_normal_HDS;France;Residential_dwelling;Surface in m2;E;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;157570750.0674098;121577481.84392382;76727107.85284781;23031461.368224714;645010.843795605;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_normal_HDS;France;Residential_dwelling;Surface in m2;F;51958466.0;51958466.0;51958466.0;51958466.0;50658601.29403743;41002305.47075328;26368534.656178482;5808853.609381824;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_normal_HDS;France;Residential_dwelling;Surface in m2;G;13762445.745954776;12295280.804780997;9777615.697769744;5626687.683340774;351175.3080616193;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_normal_MDS;France;Collective_dwelling;Surface in m2;A;61106378.0;61106378.0;61106378.0;61106378.0;61280214.0;61280214.0;61280214.0;61280214.0;64131396.0;64131396.0;64131396.0;64131396.0;64131396.0;86105062.666937;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0
CSTB;MRS_normal_MDS;France;Collective_dwelling;Surface in m2;B;144805010.0;144805010.0;144805010.0;144805010.0;145138203.0;145138203.0;145138203.0;145138203.0;148358039.0674519;148443174.0;148443174.0;148443174.0;148443174.0;148443174.0;162732901.08235648;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0
CSTB;MRS_normal_MDS;France;Collective_dwelling;Surface in m2;C;394567087.4191374;393085124.25650626;391951252.72552925;391358575.9214565;391062230.70596254;392410166.3032171;395291063.3007896;400135558.0481309;401292487.99999994;411165890.36073405;424059300.4875832;439883662.398005;458381768.1562043;457058658.9999999;455090538.9999999;456472857.9176435;478522076.333063;499172633.8437956;517670739.6019949;533495101.5124166;546388511.6392658;556347048.9325479;563574996.9518688;568419491.6992102;571300388.6967826;572648324.2940372;572859008.0785433;572266331.2744706;571132459.7434936;569650496.5808624;567954574.9999998
CSTB;MRS_normal_MDS;France;Collective_dwelling;Surface in m2;D;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;189523376.333063;165506037.91764352;141003517.0823564;116986178.66693689;94367501.15620428;73901275.39800498;56108793.48758328;41247263.360734075;29320606.067451876;20124538.048130974;13311923.300789613;8462906.303217143;5146850.705962563;2968046.921456523;1592603.7255292628;758355.2565062498;272198.4191374128;0.0
CSTB;MRS_normal_MDS;France;Collective_dwelling;Surface in m2;E;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;65691905.932548106;53765248.63926591;38903718.512416705;21111236.601994906;645010.843795605;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_normal_MDS;France;Collective_dwelling;Surface in m2;F;19402602.0;19402602.0;19402602.0;19402602.0;18102737.294037435;14786681.696782855;9937664.699210376;3125049.9518690156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_normal_MDS;France;Collective_dwelling;Surface in m2;G;3574787.580862586;3088630.743493748;2254382.274470735;878939.0785434749;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
